class,value
mm,2.210797585
mm,1.696425118
mm,2.190561532
mm,1.864560734
mm,1.945030631
mm,1.159430037
mm,1.873650025
mm,1.969601182
mm,1.93584547
mm,1.711153316
mm,1.916389048
mm,2.566838957
mm,2.051835085
mm,2.137753624
mm,1.433428018
mm,2.000276258
mm,2.089395892
mm,1.922201132
mm,2.440596974
mm,2.225643901
mm,1.672608059
mm,1.602613764
mm,2.239604009
mm,2.207706516
mm,2.180217977
mm,1.737931967
mm,1.652379405
mm,2.090117922
mm,2.111160694
mm,1.703528464
mm,2.508126569
mm,1.798351481
mm,2.004309753
mm,1.431883036
mm,1.255889901
mm,3.975873874
mm,3.765478223
mm,3.409301496
mm,3.928864292
mm,3.883216405
mm,3.547171873
mm,3.630604124
mm,3.629946343
mm,3.605377713
mm,3.922204677
mm,3.696630131
mm,3.804077755
mm,3.824044452
mm,3.808989521
mm,4.030645256
mm,3.590206136
mm,4.068320891
mm,3.423878811
mm,3.445311443
mm,3.817740229
mm,3.874518791
mm,3.986155409
mm,4.196137235
mm,3.768088829
mm,3.683110454
mm,4.232131895
mm,4.004880423
mm,4.011112282
mm,3.415603803
mm,3.66942745
mm,4.274338352
mm,3.877882183
mm,3.307600877
mm,3.892055493
mm,3.727748797
mm,3.559990412
mm,3.52706089
mm,3.989907669
mm,3.776537153
mm,3.914536692
mm,3.569499313
mm,3.586631203
mm,4.114925362
mm,3.528023124
mm,3.852896068
mm,3.670717395
mm,3.958977918
mm,4.260278181
mm,3.696601869
mm,4.264354175
mm,1.756362451
mm,1.93074859
mm,1.96136819
mm,2.186516168
mm,2.123448977
mm,1.729690652
mm,1.886476038
mm,2.063650412
mm,1.841524753
mm,1.816671479
mm,2.186730161
mm,1.857627005
mm,2.470469808
mm,1.716964076
mm,2.013128683
mm,2.159039382
mm,1.846871621
mm,1.482152792
mm,1.654074359
mm,1.939106678
mm,1.538741122
mm,1.755894823
mm,2.040353323
mm,1.973306233
mm,2.249498905
mm,2.473568828
mm,2.068539705
mm,1.746769719
mm,2.063888886
mm,2.250793704
mm,1.184946154
mm,1.731224589
mm,1.544995514
mm,1.693403586
mm,1.957219194
mm,2.219049791
mm,1.489881479
mm,1.666239555
mm,2.152364847
mm,2.065920481
mm,1.887067835
mm,1.783321464
mm,1.869107287
mm,1.220495559
mm,2.240054824
mm,1.784028956
mm,1.945482014
mm,1.959641563
mm,1.033459779
mm,1.981048293
mm,3.477550566
mm,3.915953942
mm,3.582379983
mm,3.615035678
mm,4.138422848
mm,3.762711772
mm,3.400938968
mm,4.27529984
mm,3.442237156
mm,3.870241204
mm,3.534898139
mm,3.983252714
mm,4.466178424
mm,3.937564599
mm,3.66639748
mm,4.365848316
mm,3.633162539
mm,3.829175816
mm,3.795144301
mm,4.125536102
mm,3.814091964
mm,3.765419858
mm,3.747904986
mm,3.453422741
mm,4.257125528
mm,3.444399905
mm,3.983667075
mm,3.234703437
mm,3.752710066
mm,3.770072159
mm,4.121080903
mm,3.743220984
mm,3.88115987
mm,3.569045851
mm,4.224044574
mm,3.316660402
mm,4.328622561
mm,3.697420496
mm,3.832609354
mm,3.909571877
mm,3.598689253
mm,3.907335302
mm,4.03540007
mm,3.329875135
mm,3.07739772
mm,4.194438093
mm,3.72187356
mm,3.564670721
mm,4.023781103
mm,3.735019257
mm,1.695273558
mm,1.960932676
mm,1.838085515
mm,1.915137297
mm,2.316634769
mm,1.675539255
mm,1.470806574
mm,2.305325247
mm,2.377569689
mm,2.292650336
mm,2.278524207
mm,1.891652164
mm,1.144638584
mm,2.230545714
mm,2.41870209
mm,1.360981373
mm,2.351306479
mm,1.48208798
mm,1.942222152
mm,1.286024964
mm,2.155828041
mm,1.323579401
mm,1.860810485
mm,2.276167474
mm,1.877588282
mm,2.166541976
mm,2.176434504
mm,1.845986758
mm,1.672841465
mm,1.533775099
mm,1.414915793
mm,1.505108466
mm,2.011794763
mm,1.715062486
mm,2.272222453
mm,1.876306868
mm,1.743323673
mm,1.814588195
mm,2.105945655
mm,2.225184076
mm,2.504840422
mm,1.831500661
mm,2.043114447
mm,1.83594223
mm,1.866767255
mm,1.720068487
mm,2.24480056
mm,2.28935933
mm,1.582851425
mm,2.234403797
mm,3.693514906
mm,3.530423865
mm,4.561700682
mm,3.844105093
mm,4.212323431
mm,4.081232413
mm,3.63550695
mm,4.075862984
mm,3.892418099
mm,3.79016728
mm,3.389130669
mm,3.95766822
mm,3.506871775
mm,3.478404116
mm,3.671148781
mm,4.368887774
mm,3.474188642
mm,4.020323797
mm,3.34455112
mm,3.947921364
mm,4.424639153
mm,3.74237579
mm,3.901400144
mm,3.818600721
mm,3.977746574
mm,3.247646858
mm,3.827030743
mm,3.757491687
mm,3.67111671
mm,3.69307022
mm,3.777970742
mm,3.39825615
mm,3.593777897
mm,3.699545375
mm,3.556185408
mm,3.908190535
mm,3.89897134
mm,3.502996322
mm,3.937652019
mm,3.639426939
mm,3.755688286
mm,3.894847569
mm,3.930191789
mm,3.961017614
mm,3.951028099
mm,4.0574723
mm,3.41309592
mm,3.352161578
mm,3.957328199
mm,3.040669654
mm,1.949776991
mm,1.82277536
mm,2.49370318
mm,2.077232466
mm,1.873700523
mm,2.049254482
mm,1.511596122
mm,2.165216049
mm,1.51521222
mm,1.568574862
mm,2.000103332
mm,2.003905492
mm,2.273066832
mm,1.730887086
mm,2.185023847
mm,1.861426398
mm,2.197576279
mm,1.443410178
mm,2.188916165
mm,1.780833229
mm,2.255550343
mm,1.973855988
mm,2.407919143
mm,1.176287701
mm,1.504869532
mm,1.375792991
mm,1.547999218
mm,2.194302849
mm,1.893122718
mm,1.613996547
mm,2.932721468
mm,2.030171161
mm,2.023908816
mm,1.280481863
mm,1.955544323
mm,1.979849666
mm,1.740753292
mm,1.666068686
mm,1.639603105
mm,2.196109806
mm,1.81250491
mm,2.125631209
mm,1.884326126
mm,2.044455971
mm,1.974715479
mm,1.904609542
mm,1.603890723
mm,2.103250795
mm,1.80410983
mm,1.989761277
mm,3.983101687
mm,3.550865591
mm,3.882986632
mm,3.504500496
mm,3.938577078
mm,3.753086965
mm,3.727974051
mm,3.85132165
mm,3.788464925
mm,3.904247811
mm,3.297488393
mm,3.476036419
mm,4.098546165
mm,3.980811558
mm,3.772711961
mm,3.29492397
mm,4.123347928
mm,3.914333126
mm,3.244765379
mm,3.449844312
mm,4.112623359
mm,3.582165947
mm,3.477064534
mm,3.744230869
mm,4.119754438
mm,3.654667072
mm,4.281318074
mm,4.331976549
mm,3.490589672
mm,4.332791045
mm,3.302807042
mm,3.172685389
mm,3.75447322
mm,3.556860363
mm,3.511326407
mm,3.778111153
mm,4.142000946
mm,3.555369548
mm,3.743253789
mm,3.39892133
mm,3.894741946
mm,3.685273302
mm,4.315478582
mm,4.226370488
mm,3.689713565
mm,3.636011956
mm,3.972553391
mm,3.615932758
mm,2.946780446
mm,4.468641988
mm,1.697698396
mm,2.060538123
mm,1.911293511
mm,1.954220006
mm,1.561147875
mm,1.876992271
mm,1.430526675
mm,1.753350503
mm,1.904604898
mm,1.910831988
mm,1.460813062
mm,2.080174144
mm,2.030541941
mm,1.969939675
mm,1.703280322
mm,1.817367124
mm,1.745223098
mm,1.5838696
mm,1.384356358
mm,2.807633262
mm,1.721023519
mm,1.806761228
mm,1.657540026
mm,1.671068854
mm,1.976960746
mm,1.348893571
mm,1.705522686
mm,1.807699717
mm,1.438681429
mm,1.967095756
mm,1.748649862
mm,2.510441421
mm,1.97718901
mm,2.184472163
mm,2.218872119
mm,2.074540255
mm,2.193067804
mm,1.923889724
mm,1.763526619
mm,1.683950139
mm,1.625391978
mm,1.787786547
mm,1.790281958
mm,1.355236462
mm,1.757501156
mm,1.27184105
mm,1.905008632
mm,1.522084063
mm,1.650543446
mm,1.588238508
mm,3.644075624
mm,4.036321145
mm,3.949737081
mm,4.002036011
mm,3.296217828
mm,3.226157464
mm,3.606544976
mm,3.497673077
mm,4.088422662
mm,4.110785684
mm,3.847259228
mm,4.019519068
mm,3.991240122
mm,2.924177594
mm,4.017026211
mm,3.829363646
mm,3.827935893
mm,3.706215955
mm,3.77444336
mm,3.636962033
mm,3.664891207
mm,4.154593514
mm,3.418135999
mm,3.48060748
mm,3.440837783
mm,3.719464458
mm,3.92300134
mm,4.450170459
mm,4.033983843
mm,3.750829217
mm,4.078000716
mm,3.789939424
mm,4.175608127
mm,4.13099626
mm,4.192530422
mm,3.877354133
mm,4.121669306
mm,4.340269597
mm,4.389893587
mm,3.849911961
mm,3.497349948
mm,4.349837827
mm,3.990931912
mm,3.677110151
mm,3.89902042
mm,3.100183016
mm,3.862215254
mm,3.595640116
mm,4.072145809
mm,3.876106482
mm,2.24909862
mm,2.156156042
mm,1.838023757
mm,1.639456165
mm,2.389570713
mm,1.761402299
mm,2.348344825
mm,1.255306531
mm,1.266083195
mm,1.835950917
mm,1.586998365
mm,1.835521996
mm,1.096041817
mm,1.736787165
mm,1.682345327
mm,2.338650863
mm,1.83074801
mm,1.628964387
mm,2.203575839
mm,1.975331204
mm,1.68356104
mm,1.701182936
mm,1.76171556
mm,1.911877561
mm,1.811712014
mm,1.825412147
mm,2.41866286
mm,2.112836024
mm,1.739729943
mm,1.564629498
mm,1.76240279
mm,2.111372838
mm,1.641646992
mm,2.03121785
mm,2.395272788
mm,1.620796634
mm,1.697502295
mm,2.045859452
mm,2.114410301
mm,1.64420699
mm,2.005402236
mm,2.229874451
mm,2.075709271
mm,2.095730909
mm,1.325585243
mm,1.8814858
mm,1.376539666
mm,1.784202816
mm,2.535177047
mm,1.208257919
mm,3.77465468
mm,3.697009165
mm,4.072203355
mm,3.47022981
mm,3.65167353
mm,4.69294769
mm,3.694410844
mm,3.895450846
mm,4.098633514
mm,3.472905147
mm,3.574467586
mm,3.721419039
mm,3.847716864
mm,3.876501585
mm,3.690173474
mm,3.589917539
mm,4.09559721
mm,4.680974469
mm,4.153428047
mm,3.221100123
mm,4.047410996
mm,3.197671932
mm,4.191834969
mm,3.838555757
mm,3.727632106
mm,3.257889682
mm,3.294011736
mm,3.833507676
mm,4.12943442
mm,3.794202173
mm,3.5920685
mm,3.880222085
mm,4.304647066
mm,3.845729561
mm,3.346409057
mm,3.455349861
mm,3.836548281
mm,3.830271543
mm,3.398594456
mm,3.547348179
mm,3.525635329
mm,3.669405277
mm,3.566559757
mm,4.195633806
mm,3.765487411
mm,3.574708033
mm,3.736170899
mm,3.661002577
mm,4.283384304
mm,3.475116045
mm,1.81458106
mm,2.22652872
mm,2.002915525
mm,1.941918448
mm,1.957804656
mm,1.469676209
mm,1.835029874
mm,1.603212466
mm,2.163422915
mm,1.898449105
mm,1.793438633
mm,2.297968206
mm,2.118535194
mm,1.528737823
mm,1.895358959
mm,2.402549568
mm,1.822381485
mm,0.99280612
mm,1.869466695
mm,1.419403779
mm,2.249122328
mm,2.323274522
mm,1.915898377
mm,1.347361805
mm,1.496380829
mm,2.022072015
mm,2.300593403
mm,2.012219098
mm,1.746419832
mm,2.484182908
mm,2.15030719
mm,1.569517078
mm,2.232580212
mm,1.813021247
mm,2.82888221
mm,2.005213787
mm,1.717002252
mm,2.208403099
mm,1.675044568
mm,1.901984952
mm,1.659267085
mm,2.238318677
mm,1.795363399
mm,2.142141143
mm,2.137284662
mm,2.30488148
mm,1.826930349
mm,1.671151797
mm,1.722671523
mm,1.75129881
mm,3.966930333
mm,3.79409281
mm,4.361527105
mm,3.915638312
mm,3.973644612
mm,3.40560121
mm,4.156144797
mm,4.172708203
mm,3.697302949
mm,3.762630431
mm,4.048523491
mm,3.805854279
mm,3.83526375
mm,3.810905058
mm,3.74215726
mm,3.651360073
mm,3.492835607
mm,3.59444445
mm,3.654128091
mm,4.435249342
mm,3.859024758
mm,3.614639608
mm,3.847711478
mm,3.612295431
mm,3.198027974
mm,3.925783757
mm,3.973819831
mm,4.193583883
mm,3.566770368
mm,4.014098629
mm,4.031159872
mm,3.951986749
mm,3.747727243
mm,3.981755716
mm,4.152237899
mm,3.640352099
mm,3.696813599
mm,3.763057074
mm,3.521092965
mm,3.539751867
mm,4.187053265
mm,3.502202925
mm,3.995189635
mm,3.840898738
mm,3.386451916
mm,3.908841062
mm,3.550919648
mm,3.957963221
mm,3.749907642
mm,3.885295729
mm,1.637781185
mm,1.989895566
mm,1.972602827
mm,1.545767244
mm,1.758949218
mm,1.997393455
mm,1.911971869
mm,1.339860646
mm,1.097506618
mm,2.221404919
mm,1.965017023
mm,2.13416291
mm,1.832899127
mm,2.256286097
mm,1.616559099
mm,2.357294054
mm,1.635422356
mm,1.825310316
mm,1.274149446
mm,1.614480037
mm,2.143142581
mm,2.241547123
mm,2.056406231
mm,0.967175605
mm,1.855262157
mm,1.43421781
mm,1.833720665
mm,2.504600644
mm,1.957098964
mm,1.616539166
mm,1.260389167
mm,2.115578592
mm,1.990983341
mm,2.041219439
mm,2.391184498
mm,1.936624818
mm,2.328601093
mm,1.837695561
mm,1.828424485
mm,1.953869476
mm,1.407450709
mm,1.63648414
mm,1.894331744
mm,2.017077882
mm,1.819857312
mm,2.033639779
mm,1.881581711
mm,2.099126117
mm,2.257368661
mm,1.762232257
mm,4.232694946
mm,3.612231432
mm,3.726076526
mm,3.757599104
mm,4.117767658
mm,4.132836114
mm,3.756151775
mm,4.080935672
mm,3.809223326
mm,3.96959466
mm,3.548427777
mm,3.782440758
mm,4.218057277
mm,3.686708176
mm,3.769899095
mm,3.777584265
mm,3.947179772
mm,3.748002457
mm,3.634820356
mm,4.365923596
mm,3.961203722
mm,4.184154304
mm,3.674600352
mm,3.687131029
mm,3.881415063
mm,3.563342218
mm,4.295557766
mm,3.537325271
mm,3.969983058
mm,3.560395985
mm,3.957609964
mm,3.25453129
mm,4.050901034
mm,3.623564585
mm,3.771284371
mm,3.596649832
mm,4.02229851
mm,4.083542942
mm,3.621515193
mm,4.520642583
mm,4.730877913
mm,3.710991895
mm,3.526041099
mm,4.495454109
mm,3.410074849
mm,3.823000592
mm,3.99681598
mm,3.477565628
mm,3.894699722
mm,4.381900563
mm,1.798387099
mm,1.919782937
mm,2.043854991
mm,1.557711813
mm,2.08752965
mm,2.033901169
mm,1.240378596
mm,2.167393843
mm,1.68774645
mm,1.488586858
mm,2.156939022
mm,2.227186185
mm,2.480635868
mm,1.774743265
mm,1.737626416
mm,1.691150986
mm,1.881390625
mm,1.595232207
mm,2.113698574
mm,1.917096686
mm,1.930761242
mm,1.493274743
mm,1.934823426
mm,2.018778289
mm,1.405109529
mm,2.19572843
mm,2.170098368
mm,1.74552317
mm,2.205222643
mm,2.051607155
mm,2.294541675
mm,2.510269656
mm,2.601250494
mm,1.9193845
mm,2.202854933
mm,2.132324578
mm,1.930474851
mm,1.950833173
mm,1.949269522
mm,1.674797553
mm,2.045394095
mm,1.791581517
mm,2.241500887
mm,2.060175964
mm,1.669619783
mm,2.066285958
mm,1.963836646
mm,2.072247496
mm,2.617819043
mm,1.434573827
mm,3.500298829
mm,3.663717183
mm,4.372772692
mm,4.34266366
mm,4.084129163
mm,3.413487947
mm,3.784832906
mm,3.991629109
mm,3.680221479
mm,4.355571704
mm,4.084273864
mm,4.083942434
mm,3.824529575
mm,3.383353553
mm,3.862755521
mm,3.416462048
mm,3.652807325
mm,3.931107251
mm,4.539512364
mm,3.65142007
mm,3.445087098
mm,3.520794242
mm,4.685830223
mm,3.312205831
mm,3.437627952
mm,4.235887289
mm,3.261732935
mm,3.403248975
mm,4.304616433
mm,3.656990928
mm,3.578041965
mm,3.562630695
mm,3.232688333
mm,3.799037368
mm,3.586691448
mm,3.379906759
mm,3.503835992
mm,3.551803874
mm,3.766072541
mm,3.999230742
mm,3.964984866
mm,4.180562968
mm,3.869993102
mm,3.992927955
mm,3.506773691
mm,3.599374808
mm,4.115594007
mm,3.93411824
mm,3.694478665
mm,3.339400916
mm,1.823304574
mm,2.289268656
mm,1.920432852
mm,1.718045215
mm,1.561794056
mm,2.338825686
mm,2.240932826
mm,1.924196954
mm,2.486419214
mm,1.713833496
mm,1.690020305
mm,1.606363696
mm,1.711094967
mm,2.039656396
mm,2.017468075
mm,1.783985041
mm,1.877008921
mm,1.699707996
mm,1.351409861
mm,1.763767834
mm,2.075553011
mm,1.782591353
mm,2.050341884
mm,2.006975459
mm,1.862254585
mm,1.465428012
mm,1.853086772
mm,1.952762487
mm,2.047256918
mm,1.758078151
mm,1.13985608
mm,1.63609327
mm,2.341385069
mm,2.271260562
mm,1.678734399
mm,1.992371222
mm,1.824793092
mm,1.492842449
mm,2.164020821
mm,2.135153282
mm,1.405121535
mm,1.863336767
mm,2.165471581
mm,1.923531273
mm,1.874993739
mm,2.50230258
mm,2.136762235
mm,2.420938766
mm,2.071452403
mm,1.662773789
mm,4.016055138
mm,3.767353813
mm,3.516882959
mm,3.728876628
mm,3.39935678
mm,3.670629561
mm,3.836775353
mm,3.908799441
mm,3.92522658
mm,4.037023106
mm,4.002229454
mm,3.582545323
mm,4.473698255
mm,3.763858467
mm,4.027607604
mm,3.2659971
mm,3.495386501
mm,3.520436445
mm,3.436418863
mm,3.868668218
mm,3.858480416
mm,3.551766935
mm,4.25178166
mm,4.136841576
mm,4.001781578
mm,4.064968589
mm,4.312470171
mm,3.626130607
mm,3.656701985
mm,2.933609586
mm,3.590148474
mm,3.652676231
mm,4.2106503
mm,4.138463913
mm,4.348450039
mm,3.450684624
mm,3.600035037
mm,4.087554767
mm,3.402537138
mm,4.32064767
mm,3.84846921
mm,3.708750631
mm,3.867970079
mm,3.387182789
mm,4.121528317
mm,3.777714102
mm,4.269177781
mm,3.388385414
mm,3.892250582
mm,3.841000942
mm,2.19584768
mm,1.826652466
mm,2.099411197
mm,2.056947486
mm,1.918236901
mm,2.333268092
mm,1.731461438
mm,2.008508423
mm,1.986968337
mm,1.6416837
mm,2.159404788
mm,2.14327479
mm,1.819957782
mm,1.829225093
mm,1.6543289
mm,1.911504296
mm,1.339000815
mm,1.529547681
mm,2.323361558
mm,1.751488771
mm,1.722687688
mm,1.982090258
mm,2.212870333
mm,1.711958903
mm,2.859513837
mm,2.010690385
mm,1.6392228
mm,1.087581021
mm,1.65487555
mm,1.720825852
mm,1.823678968
mm,1.591998455
mm,2.060640603
mm,1.865884933
mm,2.320402454
mm,2.098030684
mm,2.093891635
mm,1.750070889
mm,2.10895319
mm,1.55801843
mm,2.307542528
mm,2.471564321
mm,2.497513781
mm,2.197664497
mm,1.706246335
mm,2.093540263
mm,2.333896053
mm,1.899658888
mm,1.828825197
mm,1.556064796
mm,4.028276939
mm,4.09050454
mm,3.492194566
mm,3.680051947
mm,3.737623868
mm,3.808225045
mm,4.02032551
mm,3.916779325
mm,3.70019742
mm,4.398597683
mm,3.834332649
mm,3.42508716
mm,3.640278989
mm,3.691420398
mm,3.791089166
mm,3.794446436
mm,3.963378424
mm,3.211935449
mm,3.703420136
mm,3.831864969
mm,3.502705888
mm,3.208087347
mm,3.286410435
mm,3.774450622
mm,4.088714059
mm,3.570142712
mm,4.217028143
mm,3.967251056
mm,4.307419724
mm,4.220156064
mm,3.302698907
mm,3.908219061
mm,3.653421605
mm,4.297905049
mm,3.798783994
mm,3.781101627
mm,3.593576409
mm,3.980897279
mm,3.617712733
mm,3.906599532
mm,3.807781232
mm,4.384385717
mm,3.53577236
mm,3.923183867
mm,3.126102855
mm,3.915193828
mm,3.571216444
mm,3.852318824
mm,3.728434135
mm,4.336677434
mm,1.508626999
mm,2.300559399
mm,2.141403046
mm,1.866317682
mm,2.0442315
mm,1.83776313
mm,2.139424303
mm,2.499411978
mm,2.245890578
mm,1.270723215
mm,1.442213068
mm,0.889837725
mm,2.303803349
mm,1.666538071
mm,2.726757216
mm,2.152532271
mm,2.276078207
mm,1.448237344
mm,2.158100763
mm,1.984301364
mm,1.989717278
mm,1.821112134
mm,1.704895117
mm,1.735096223
mm,2.499283333
mm,1.851116454
mm,1.694447985
mm,2.43949588
mm,1.502999381
mm,1.949265594
mm,1.75813296
mm,1.747006247
mm,1.944316577
mm,1.903603358
mm,2.023453471
mm,1.551669999
mm,1.946268819
mm,2.541113658
mm,1.318177242
mm,1.739829514
mm,1.657616443
mm,2.166482824
mm,1.840744699
mm,1.528975537
mm,1.977997497
mm,1.66326003
mm,1.976902066
mm,2.237068896
mm,1.915528071
mm,1.927878798
mm,3.415848613
mm,3.55439233
mm,4.118672826
mm,3.483890599
mm,3.667138863
mm,3.999609537
mm,3.465336811
mm,4.157007362
mm,4.023635058
mm,4.158179914
mm,3.776611301
mm,4.134836102
mm,3.57909945
mm,3.859624236
mm,4.184667995
mm,3.981464182
mm,3.875496695
mm,3.759304252
mm,3.406893839
mm,3.881551681
mm,4.036219187
mm,4.039451971
mm,3.658263911
mm,4.252184876
mm,3.88253324
mm,3.702683145
mm,4.022337823
mm,3.16355553
mm,3.986665284
mm,3.481717456
mm,3.438310237
mm,3.982573706
mm,3.669532369
mm,4.041290163
mm,3.544781983
mm,3.558966842
mm,3.498975422
mm,4.041769079
mm,3.83652694
mm,3.234684624
mm,3.747252404
mm,3.574023503
mm,4.239872603
mm,3.433191303
mm,3.79218883
mm,3.673581039
mm,3.746242498
mm,3.765340067
mm,3.861447646
mm,3.847545304
mm,1.762766833
mm,1.723776248
mm,2.620370639
mm,1.554474422
mm,2.327826078
mm,1.714373874
mm,2.136645786
mm,1.881690989
mm,1.699015552
mm,1.816495214
mm,2.207562138
mm,1.785922875
mm,1.797245507
mm,1.971547096
mm,1.566982451
mm,1.52959958
mm,1.655634662
mm,1.041506811
mm,1.257799846
mm,2.048241555
mm,1.970681978
mm,2.389404487
mm,1.83170701
mm,2.05374799
mm,2.156472953
mm,1.955136459
mm,2.371900455
mm,1.749412415
mm,1.946665034
mm,2.115822141
mm,1.194624167
mm,2.074004237
mm,2.139405499
mm,1.333027756
mm,1.957196574
mm,2.343647004
mm,1.662715334
mm,2.16062183
mm,1.407201019
mm,1.759213765
mm,2.136001233
mm,2.108285948
mm,1.471020374
mm,1.773114509
mm,1.743171944
mm,1.924783154
mm,2.006055159
mm,1.947196255
mm,2.250767672
mm,1.670579472
mm,3.943339295
mm,4.080027573
mm,3.456757738
mm,3.866658264
mm,3.785297795
mm,3.279315219
mm,3.601633968
mm,3.968551494
mm,3.731160502
mm,3.204817235
mm,3.804736129
mm,3.286057344
mm,3.532803204
mm,3.816237897
mm,3.826926645
mm,3.859024364
mm,3.769199498
mm,4.097571131
mm,4.599982199
mm,4.160549584
mm,3.545345438
mm,3.457851196
mm,3.521458747
mm,4.114054531
mm,3.785681194
mm,4.340243706
mm,3.753193136
mm,3.619280303
mm,3.931424715
mm,3.895357814
mm,3.835779023
mm,3.835305022
mm,3.921558072
mm,4.157804505
mm,3.599046688
mm,3.821851277
mm,3.219374241
mm,3.658726688
mm,3.749972374
mm,4.015711995
mm,3.792780616
mm,3.278107638
mm,4.060459494
mm,3.986639165
mm,3.389299161
mm,3.960397392
mm,4.175545245
mm,3.949717161
mm,3.709440083
mm,3.667068737
mm,1.742419329
mm,1.493115664
mm,1.63247806
mm,2.096245869
mm,2.137859774
mm,1.993929071
mm,2.437881702
mm,1.640264053
mm,2.271389886
mm,1.959368713
mm,1.87975512
mm,2.147129511
mm,1.912830144
mm,2.253357703
mm,2.073619099
mm,1.863736772
mm,1.187401215
mm,2.39119263
mm,1.951434376
mm,2.064794323
mm,2.842070247
mm,1.532188309
mm,1.84735213
mm,1.708308079
mm,1.642587202
mm,1.665021335
mm,2.506138869
mm,2.471604998
mm,1.937345293
mm,1.851338048
mm,1.848259965
mm,1.664347858
mm,2.069213935
mm,2.781178719
mm,1.696263301
mm,1.61857522
mm,2.260683759
mm,1.339814981
mm,2.107483804
mm,1.834914469
mm,1.97799739
mm,1.931899899
mm,1.849200066
mm,1.68806166
mm,1.907089243
mm,1.723970014
mm,2.09852006
mm,1.98434722
mm,2.035740097
mm,2.032454417
mm,3.325417928
mm,3.752460091
mm,4.054089168
mm,3.852628102
mm,4.012580368
mm,4.057517946
mm,3.769086477
mm,4.101065308
mm,3.906935235
mm,3.862584829
mm,3.581764599
mm,4.079274817
mm,3.927543324
mm,3.745093563
mm,4.175664434
mm,4.14414733
mm,3.980542143
mm,4.081180252
mm,3.990933134
mm,3.505812921
mm,3.6689406
mm,3.778588249
mm,4.143344681
mm,3.708538101
mm,4.108241866
mm,3.590762961
mm,3.751205457
mm,3.781248568
mm,3.396253283
mm,3.774035883
mm,3.992730938
mm,3.747786949
mm,3.460559265
mm,3.954699472
mm,4.097167019
mm,3.985046296
mm,3.775695568
mm,3.720399917
mm,3.554888242
mm,3.399681734
mm,3.785610189
mm,3.290940163
mm,3.771283769
mm,4.099865667
mm,3.90825704
mm,3.685561953
mm,3.89848772
mm,3.942152023
mm,3.886590433
mm,3.492592501
mm,1.633875021
mm,1.596147774
mm,2.073663599
mm,1.764220146
mm,2.242829025
mm,2.191715746
mm,1.563074724
mm,2.133782179
mm,2.36108834
mm,2.138768458
mm,1.461712516
mm,1.779035618
mm,2.051697167
mm,1.641306522
mm,2.349004965
mm,1.3660264
mm,1.892251258
mm,2.028405372
mm,1.734713215
mm,2.04936357
mm,2.298204645
mm,1.48555211
mm,1.78334516
mm,1.465146475
mm,2.266662657
mm,2.00037843
mm,2.326438936
mm,1.784805635
mm,1.612158643
mm,2.050329727
mm,1.922994927
mm,1.675824041
mm,1.727030321
mm,1.671496653
mm,2.056417236
mm,1.851397023
mm,1.970950341
mm,1.629065303
mm,1.836110617
mm,2.145817007
mm,1.993090527
mm,1.632225723
mm,1.948781089
mm,1.595135504
mm,2.257748039
mm,1.625571326
mm,2.795805503
mm,1.901951392
mm,1.93845528
mm,1.977811621
mm,3.858702977
mm,3.831489546
mm,3.860544238
mm,3.231994487
mm,3.406709531
mm,3.649984302
mm,3.422950431
mm,4.259663817
mm,3.457224605
mm,3.639550144
mm,3.43896978
mm,3.834385411
mm,3.795614941
mm,3.678627748
mm,4.274157086
mm,3.85739289
mm,3.925418758
mm,4.022526478
mm,4.085441926
mm,3.98483582
mm,3.293906116
mm,3.989309089
mm,3.816092697
mm,3.36055201
mm,3.793530115
mm,3.65641542
mm,3.874299284
mm,3.935197144
mm,3.731928157
mm,4.243220775
mm,3.483261307
mm,2.831829378
mm,3.630226986
mm,4.552115013
mm,3.710639901
mm,3.699405892
mm,3.465205812
mm,3.84988217
mm,4.004684453
mm,4.148179989
mm,3.911125019
mm,3.463666258
mm,3.799334949
mm,3.631985742
mm,3.601957217
mm,4.033991129
mm,3.736440956
mm,4.075007515
mm,3.634746088
mm,3.589102576
mm,1.911611122
mm,2.212643725
mm,2.273668864
mm,1.871017859
mm,2.220851829
mm,1.740756722
mm,1.101669511
mm,2.141883131
mm,1.849233455
mm,2.335664495
mm,2.162537819
mm,1.85834344
mm,1.814632747
mm,2.140904408
mm,2.088975326
mm,1.864776328
mm,2.362020719
mm,1.865089978
mm,1.938084504
mm,1.911778421
mm,1.862559383
mm,1.832038024
mm,1.788419854
mm,1.990437689
mm,1.496332275
mm,1.736514063
mm,2.019954309
mm,1.703209874
mm,1.480585872
mm,1.17923872
mm,1.619286999
mm,2.394906553
mm,1.783280643
mm,1.835821469
mm,1.845048949
mm,2.033343987
mm,1.645491503
mm,1.077543267
mm,1.848765255
mm,1.947028567
mm,1.865092566
mm,1.942155303
mm,1.544792862
mm,2.234681456
mm,1.668486427
mm,1.664300174
mm,1.525258547
mm,1.922917931
mm,1.978558573
mm,2.354926566
mm,3.490162505
mm,4.313058449
mm,3.592633628
mm,3.666631448
mm,3.615204659
mm,2.855985854
mm,3.458723293
mm,4.118503005
mm,3.477427436
mm,3.6267222
mm,3.369860574
mm,3.806861349
mm,3.565987734
mm,3.5084784
mm,4.187744051
mm,3.903513384
mm,4.119954424
mm,4.053014991
mm,4.189807318
mm,3.55266688
